Order_ID,Order_Date,Location,Customer_Type,Category,Product,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Net_Sales,Cost,Profit,Payment_Method
431,2025-01-28 00:00:00,Mysuru,Wholesale,Electronics,Keyboard,3,662,0,0,1986,1363.59,622.41,Net Banking
432,2025-04-03 00:00:00,Mangaluru,Wholesale,Fitness,Resistance Band,5,1196,0,0,5980,4280.33,1699.67,Net Banking
433,2025-01-07 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,6,1158,0,0,6948,4950.37,1997.63,Cash
434,2025-01-01 00:00:00,Hubballi,Retail,Fitness,Yoga Mat,4,1162,0.05,232.4,4415.6,3260.98,1154.62,Card
435,2025-07-08 00:00:00,Davanagere,Retail,Stationery,Notebook,3,684,0.05,102.6,1949.4,1550.09,399.31,Net Banking
436,2025-07-06 00:00:00,Bengaluru,Wholesale,Stationery,Marker Set,7,600,0,0,4200,2842.88,1357.12,Cash
437,2025-04-18 00:00:00,Davanagere,Wholesale,Home,Storage Box,4,1703,0,0,6812,4994.51,1817.49,Card
438,2025-07-19 00:00:00,Bengaluru,Wholesale,Home,Bedsheet,6,1274,0.1,764.4,6879.6,5032.48,1847.12,UPI
439,2025-09-03 00:00:00,Hubballi,Online,Fitness,Dumbbells,5,996,0,0,4980,3330.43,1649.57,UPI
440,2025-09-16 00:00:00,Davanagere,Online,Electronics,Keyboard,7,2056,0,0,14392,8103.53,6288.47,Net Banking
441,2025-04-08 00:00:00,Bengaluru,Retail,Electronics,USB Cable,5,2357,0.1,1178.5,10606.5,7168.42,3438.08,Card
442,2025-08-12 00:00:00,Mangaluru,Wholesale,Electronics,USB Cable,4,528,0,0,2112,1195.58,916.42,UPI
443,2025-09-08 00:00:00,Mangaluru,Online,Home,Storage Box,7,1074,0,0,7518,5641.65,1876.35,Card
444,2025-12-15 00:00:00,Mysuru,Retail,Electronics,Power Bank,3,1253,0,0,3759,2074.89,1684.11,Net Banking
445,2025-07-14 00:00:00,Bengaluru,Retail,Stationery,Desk Organizer,1,64,0,0,64,38.4,25.6,Net Banking
446,2025-07-27 00:00:00,Davanagere,Wholesale,Electronics,Headphones,6,2085,0,0,12510,7309.28,5200.72,Net Banking
447,2025-10-06 00:00:00,Hubballi,Wholesale,Stationery,File Folder,3,476,0,0,1428,932.74,495.26,Card
448,2025-04-02 00:00:00,Bengaluru,Wholesale,Electronics,Wireless Mouse,3,1429,0,0,4287,2385.64,1901.36,UPI
449,2025-01-06 00:00:00,Davanagere,Online,Electronics,Headphones,7,497,0.05,173.95,3305.05,2305.84,999.21,Card
450,2025-04-24 00:00:00,Mangaluru,Retail,Fitness,Gym Gloves,7,284,0,0,1988,1462.31,525.69,UPI
451,2025-12-04 00:00:00,Bengaluru,Retail,Home,Water Bottle,4,848,0,0,3392,1927.85,1464.15,Cash
452,2025-06-17 00:00:00,Hubballi,Retail,Fitness,Dumbbells,6,911,0,0,5466,4003.15,1462.85,Cash
453,2025-10-09 00:00:00,Mysuru,Online,Electronics,Power Bank,5,2294,0,0,11470,8381,3089,Card
454,2025-05-26 00:00:00,Mysuru,Online,Stationery,Desk Organizer,7,664,0,0,4648,2838.27,1809.73,Net Banking
455,2025-12-06 00:00:00,Mangaluru,Retail,Electronics,Keyboard,3,1720,0,0,5160,3110.73,2049.27,UPI
456,2025-09-03 00:00:00,Bengaluru,Wholesale,Electronics,Power Bank,5,1977,0,0,9885,6288.27,3596.73,Card
457,2025-03-16 00:00:00,Davanagere,Retail,Electronics,Power Bank,6,1541,0,0,9246,5313.53,3932.47,Net Banking
458,2025-02-04 00:00:00,Davanagere,Retail,Home,Wall Clock,6,302,0,0,1812,1284.32,527.68,Card
459,2025-01-16 00:00:00,Hubballi,Online,Fitness,Yoga Mat,6,1315,0,0,7890,4912.12,2977.88,Cash
460,2025-02-14 00:00:00,Bengaluru,Wholesale,Home,Wall Clock,6,1243,0,0,7458,4447.91,3010.09,Net Banking
461,2025-11-25 00:00:00,Hubballi,Retail,Electronics,Power Bank,7,2412,0.05,844.2,16039.8,12280.67,3759.13,Net Banking
462,2025-11-04 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,5,228,0.1,114,1026,569.55,456.45,UPI
463,2025-07-10 00:00:00,Mangaluru,Retail,Electronics,Headphones,6,870,0,0,5220,3065.67,2154.33,Net Banking
464,2025-03-14 00:00:00,Mangaluru,Online,Home,Bedsheet,4,1303,0.05,260.6,4951.4,3797.79,1153.61,UPI
465,2025-07-16 00:00:00,Davanagere,Retail,Home,Water Bottle,7,238,0,0,1666,975.1,690.9,UPI
466,2025-04-16 00:00:00,Mangaluru,Online,Home,Bedsheet,7,847,0,0,5929,3762.44,2166.56,Cash
467,2025-11-14 00:00:00,Hubballi,Online,Home,Water Bottle,1,1665,0,0,1665,1211.43,453.57,Cash
468,2025-05-24 00:00:00,Davanagere,Retail,Home,Table Lamp,7,381,0,0,2667,2049.28,617.72,Card
469,2025-01-10 00:00:00,Bengaluru,Wholesale,Fitness,Dumbbells,2,383,0.05,38.3,727.7,465.39,262.31,Net Banking
470,2025-10-11 00:00:00,Mysuru,Online,Electronics,Headphones,3,1448,0,0,4344,2488.02,1855.98,Net Banking
471,2025-11-23 00:00:00,Mysuru,Online,Electronics,Headphones,1,1994,0.05,99.7,1894.3,1170.91,723.39,Cash
472,2025-01-01 00:00:00,Mangaluru,Retail,Home,Water Bottle,3,1403,0,0,4209,3265.51,943.49,Cash
473,2025-07-06 00:00:00,Hubballi,Wholesale,Home,Wall Clock,7,1733,0.05,606.55,11524.45,6666.41,4858.04,Card
474,2025-04-05 00:00:00,Mysuru,Online,Stationery,Desk Organizer,1,99,0.1,9.9,89.1,50.14,38.96,Cash
475,2025-07-09 00:00:00,Hubballi,Retail,Stationery,Marker Set,7,537,0.05,187.95,3571.05,2923.9,647.15,UPI
476,2025-11-30 00:00:00,Mysuru,Wholesale,Fitness,Resistance Band,1,1977,0,0,1977,1161.21,815.79,Cash
477,2025-02-25 00:00:00,Davanagere,Wholesale,Electronics,Wireless Mouse,6,689,0.1,413.4,3720.6,2945.47,775.13,Net Banking
478,2025-12-02 00:00:00,Bengaluru,Retail,Home,Table Lamp,2,1305,0.05,130.5,2479.5,1572.31,907.19,UPI
479,2025-04-15 00:00:00,Davanagere,Online,Fitness,Dumbbells,5,1970,0,0,9850,6890.39,2959.61,UPI
480,2025-01-18 00:00:00,Mysuru,Online,Electronics,Wireless Mouse,7,1244,0,0,8708,5358.79,3349.21,Card
481,2025-04-16 00:00:00,Bengaluru,Retail,Stationery,File Folder,1,367,0,0,367,276.19,90.81,Net Banking
482,2025-04-23 00:00:00,Mysuru,Wholesale,Fitness,Gym Gloves,5,675,0.1,337.5,3037.5,2304.73,732.77,Cash
483,2025-11-19 00:00:00,Bengaluru,Wholesale,Home,Bedsheet,7,1791,0,0,12537,8717.81,3819.19,Card
484,2025-11-30 00:00:00,Hubballi,Online,Electronics,Keyboard,1,2136,0,0,2136,1185.34,950.66,Cash
485,2025-01-24 00:00:00,Hubballi,Wholesale,Fitness,Yoga Mat,7,823,0,0,5761,4530.99,1230.01,UPI
486,2025-04-08 00:00:00,Bengaluru,Online,Stationery,Pen Set,1,161,0,0,161,101.51,59.49,Cash
487,2025-02-25 00:00:00,Mysuru,Retail,Fitness,Dumbbells,7,959,0,0,6713,5423.91,1289.09,UPI
488,2025-03-02 00:00:00,Bengaluru,Online,Electronics,Headphones,6,2053,0.1,1231.8,11086.2,8818.9,2267.3,Card
489,2025-11-23 00:00:00,Mysuru,Wholesale,Fitness,Gym Gloves,4,1479,0,0,5916,3509.18,2406.82,Cash
490,2025-05-20 00:00:00,Mysuru,Wholesale,Electronics,Wireless Mouse,6,1523,0,0,9138,6375.6,2762.4,Cash
491,2025-12-01 00:00:00,Mysuru,Retail,Home,Storage Box,4,943,0.05,188.6,3583.4,2796.09,787.31,UPI
492,2025-04-07 00:00:00,Davanagere,Retail,Electronics,Keyboard,7,1155,0.05,404.25,7680.75,4622.62,3058.13,UPI
493,2025-11-10 00:00:00,Davanagere,Online,Home,Water Bottle,7,766,0,0,5362,3869.35,1492.65,Cash
494,2025-05-06 00:00:00,Mysuru,Retail,Stationery,File Folder,4,105,0.05,21,399,258.5,140.5,Net Banking
495,2025-05-10 00:00:00,Davanagere,Retail,Home,Storage Box,7,1444,0,0,10108,5756.66,4351.34,Card
496,2025-06-25 00:00:00,Mangaluru,Retail,Electronics,Power Bank,3,390,0,0,1170,815.34,354.66,Cash
497,2025-11-14 00:00:00,Mangaluru,Wholesale,Home,Bedsheet,1,266,0,0,266,199.56,66.44,Card
498,2025-12-31 00:00:00,Bengaluru,Retail,Electronics,Keyboard,1,1927,0,0,1927,1253.44,673.56,Card
499,2025-02-16 00:00:00,Davanagere,Wholesale,Electronics,Headphones,3,504,0,0,1512,1030.57,481.43,Cash
500,2025-06-30 00:00:00,Mysuru,Retail,Fitness,Skipping Rope,3,837,0.1,251.1,2259.9,1451.53,808.37,Card
501,2025-12-22 00:00:00,Bengaluru,Retail,Fitness,Resistance Band,5,1117,0.1,558.5,5026.5,3911.42,1115.08,UPI
502,2025-07-19 00:00:00,Mysuru,Wholesale,Home,Storage Box,5,1009,0,0,5045,3676.09,1368.91,Cash
503,2025-01-26 00:00:00,Mysuru,Wholesale,Stationery,Notebook,1,624,0.15,93.6,530.4,394.13,136.27,Cash
504,2025-05-20 00:00:00,Mangaluru,Wholesale,Fitness,Yoga Mat,2,2001,0.05,200.1,3801.9,2775.45,1026.45,Cash
505,2025-10-06 00:00:00,Hubballi,Wholesale,Fitness,Gym Gloves,1,1549,0.05,77.45,1471.55,1047.84,423.71,Net Banking
506,2025-06-11 00:00:00,Hubballi,Online,Fitness,Dumbbells,4,1465,0,0,5860,3394.12,2465.88,Cash
507,2025-03-12 00:00:00,Mysuru,Retail,Stationery,Marker Set,3,204,0,0,612,464.96,147.04,Card
508,2025-03-10 00:00:00,Davanagere,Retail,Electronics,Headphones,7,2066,0,0,14462,9072.71,5389.29,Net Banking
509,2025-11-24 00:00:00,Hubballi,Wholesale,Home,Water Bottle,2,1042,0.15,312.6,1771.4,1318.27,453.13,Net Banking
510,2025-06-18 00:00:00,Bengaluru,Wholesale,Electronics,Keyboard,2,983,0,0,1966,1282.87,683.13,UPI
511,2025-03-22 00:00:00,Hubballi,Retail,Electronics,USB Cable,2,1215,0.05,121.5,2308.5,1658.22,650.28,Cash
512,2025-05-04 00:00:00,Davanagere,Retail,Home,Water Bottle,5,1695,0,0,8475,6433.32,2041.68,Cash
513,2025-12-08 00:00:00,Davanagere,Wholesale,Fitness,Skipping Rope,5,465,0,0,2325,1459.47,865.53,Cash
514,2025-03-27 00:00:00,Mysuru,Wholesale,Electronics,USB Cable,4,2215,0,0,8860,6364.58,2495.42,Net Banking
515,2025-02-26 00:00:00,Hubballi,Wholesale,Fitness,Gym Gloves,6,1291,0,0,7746,4482.33,3263.67,Card
516,2025-06-29 00:00:00,Bengaluru,Retail,Electronics,Wireless Mouse,2,2119,0,0,4238,2769.02,1468.98,Cash
517,2025-08-17 00:00:00,Hubballi,Retail,Electronics,Wireless Mouse,2,945,0,0,1890,1354.47,535.53,Cash
518,2025-05-19 00:00:00,Davanagere,Retail,Home,Table Lamp,2,1092,0,0,2184,1701.36,482.64,Cash
519,2025-11-06 00:00:00,Mangaluru,Online,Home,Water Bottle,1,695,0,0,695,413.14,281.86,UPI
520,2025-07-05 00:00:00,Mangaluru,Online,Electronics,Headphones,2,1481,0.1,296.2,2665.8,1966.37,699.43,Cash
521,2025-01-16 00:00:00,Mangaluru,Online,Fitness,Resistance Band,7,578,0,0,4046,3186.45,859.55,Cash
522,2025-06-30 00:00:00,Mysuru,Online,Stationery,Notebook,6,411,0.1,246.6,2219.4,1676.33,543.07,Card
523,2025-07-17 00:00:00,Mangaluru,Retail,Electronics,Power Bank,1,1249,0.1,124.9,1124.1,920.4,203.7,UPI
524,2025-05-31 00:00:00,Davanagere,Retail,Home,Wall Clock,3,338,0.1,101.4,912.6,701.16,211.44,Net Banking
525,2025-09-13 00:00:00,Mysuru,Retail,Home,Wall Clock,1,1694,0.1,169.4,1524.6,998.24,526.36,Cash
526,2025-04-13 00:00:00,Mangaluru,Retail,Fitness,Gym Gloves,2,839,0,0,1678,1117.1,560.9,Card
527,2025-09-13 00:00:00,Davanagere,Wholesale,Stationery,Desk Organizer,3,448,0,0,1344,827.11,516.89,Net Banking
528,2025-10-08 00:00:00,Bengaluru,Online,Fitness,Resistance Band,7,822,0.1,575.4,5178.6,3884.13,1294.47,Cash
529,2025-12-15 00:00:00,Mangaluru,Wholesale,Fitness,Resistance Band,1,1301,0,0,1301,736.08,564.92,Cash
530,2025-09-30 00:00:00,Hubballi,Retail,Home,Storage Box,3,1343,0,0,4029,3081.49,947.51,Card
531,2025-02-18 00:00:00,Bengaluru,Wholesale,Home,Storage Box,7,1412,0,0,9884,6809.21,3074.79,Net Banking
532,2025-01-27 00:00:00,Bengaluru,Wholesale,Home,Wall Clock,4,627,0.05,125.4,2382.6,1363.97,1018.63,Card
533,2025-11-07 00:00:00,Hubballi,Online,Home,Bedsheet,5,857,0,0,4285,2540.07,1744.93,Card
534,2025-05-25 00:00:00,Hubballi,Online,Fitness,Gym Gloves,2,663,0.05,66.3,1259.7,752.58,507.12,UPI
535,2025-04-27 00:00:00,Mangaluru,Wholesale,Electronics,Wireless Mouse,4,895,0,0,3580,2287.23,1292.77,Cash
536,2025-05-08 00:00:00,Bengaluru,Retail,Electronics,Headphones,3,1566,0.05,234.9,4463.1,2550.16,1912.94,Cash
537,2025-10-23 00:00:00,Bengaluru,Wholesale,Electronics,USB Cable,6,1948,0,0,11688,8832.74,2855.26,UPI
538,2025-04-18 00:00:00,Hubballi,Wholesale,Fitness,Resistance Band,2,468,0.05,46.8,889.2,711.6,177.6,Cash
539,2025-04-30 00:00:00,Mysuru,Wholesale,Fitness,Gym Gloves,5,268,0,0,1340,1098.36,241.64,UPI
540,2025-06-02 00:00:00,Mysuru,Retail,Home,Water Bottle,7,1147,0,0,8029,6301.27,1727.73,UPI
541,2025-12-03 00:00:00,Davanagere,Online,Home,Table Lamp,5,424,0,0,2120,1258.41,861.59,Net Banking
542,2025-09-15 00:00:00,Mysuru,Online,Fitness,Dumbbells,7,1802,0,0,12614,9891.12,2722.88,UPI
543,2025-07-16 00:00:00,Davanagere,Wholesale,Fitness,Gym Gloves,6,445,0,0,2670,1969.5,700.5,UPI
544,2025-01-17 00:00:00,Bengaluru,Online,Stationery,Pen Set,6,328,0.1,196.8,1771.2,988,783.2,Net Banking
545,2025-08-02 00:00:00,Mysuru,Online,Home,Wall Clock,3,1249,0,0,3747,2571.25,1175.75,Net Banking
546,2025-12-08 00:00:00,Davanagere,Online,Stationery,File Folder,2,579,0.1,115.8,1042.2,641.91,400.29,Net Banking
547,2025-07-20 00:00:00,Hubballi,Online,Electronics,Headphones,6,1628,0,0,9768,6290.34,3477.66,Net Banking
548,2025-07-23 00:00:00,Hubballi,Online,Home,Bedsheet,2,1332,0.05,133.2,2530.8,1427.24,1103.56,Net Banking
549,2025-12-17 00:00:00,Davanagere,Online,Electronics,Wireless Mouse,4,1993,0.15,1195.8,6776.2,4479.07,2297.13,Cash
550,2025-07-15 00:00:00,Davanagere,Wholesale,Stationery,Notebook,7,528,0,0,3696,2527.81,1168.19,Cash
551,2025-06-28 00:00:00,Mysuru,Online,Stationery,Pen Set,6,127,0.1,76.2,685.8,462.43,223.37,Cash
552,2025-03-08 00:00:00,Bengaluru,Wholesale,Stationery,Marker Set,5,568,0,0,2840,1658.34,1181.66,Card
553,2025-08-07 00:00:00,Hubballi,Retail,Home,Storage Box,5,685,0.1,342.5,3082.5,2043.55,1038.95,UPI
554,2025-02-25 00:00:00,Bengaluru,Retail,Electronics,Headphones,4,822,0.05,164.4,3123.6,1728.6,1395,Card
555,2025-09-06 00:00:00,Mysuru,Online,Stationery,Pen Set,5,397,0.1,198.5,1786.5,1196.83,589.67,Card
556,2025-08-04 00:00:00,Hubballi,Retail,Electronics,Keyboard,5,2481,0,0,12405,9041.08,3363.92,Net Banking
557,2025-02-09 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,6,322,0,0,1932,1332.96,599.04,Cash
558,2025-07-19 00:00:00,Davanagere,Wholesale,Stationery,Marker Set,7,119,0,0,833,604.9,228.1,Net Banking
559,2025-02-14 00:00:00,Bengaluru,Online,Home,Table Lamp,3,899,0.1,269.7,2427.3,1838.19,589.11,Net Banking
560,2025-02-18 00:00:00,Mangaluru,Retail,Electronics,Power Bank,4,1662,0,0,6648,4803.31,1844.69,Cash
561,2025-03-20 00:00:00,Davanagere,Wholesale,Home,Storage Box,2,231,0,0,462,327.08,134.92,Cash
562,2025-11-21 00:00:00,Davanagere,Retail,Stationery,Marker Set,7,350,0.05,122.5,2327.5,1327.43,1000.07,Card
563,2025-02-16 00:00:00,Mysuru,Retail,Electronics,Keyboard,5,820,0,0,4100,2816.25,1283.75,Net Banking
564,2025-06-28 00:00:00,Bengaluru,Wholesale,Electronics,Power Bank,7,1121,0,0,7847,6287.66,1559.34,Cash
565,2025-01-21 00:00:00,Mysuru,Retail,Electronics,Wireless Mouse,7,1475,0,0,10325,7577.08,2747.92,Card
566,2025-04-13 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,1,630,0,0,630,408.13,221.87,Net Banking
567,2025-03-10 00:00:00,Mangaluru,Retail,Stationery,Pen Set,1,238,0.05,11.9,226.1,143.38,82.72,Card
568,2025-08-06 00:00:00,Mangaluru,Wholesale,Fitness,Yoga Mat,5,1503,0,0,7515,4249.1,3265.9,Card
569,2025-05-24 00:00:00,Mysuru,Retail,Stationery,Notebook,5,96,0.15,72,408,332.69,75.31,Cash
570,2025-07-05 00:00:00,Mangaluru,Online,Stationery,Pen Set,6,266,0,0,1596,1070.05,525.95,Cash
571,2025-09-21 00:00:00,Davanagere,Wholesale,Fitness,Resistance Band,2,854,0,0,1708,981.53,726.47,UPI
572,2025-03-25 00:00:00,Hubballi,Wholesale,Stationery,File Folder,5,456,0.1,228,2052,1138.29,913.71,Card
573,2025-03-14 00:00:00,Hubballi,Online,Fitness,Yoga Mat,1,1814,0.05,90.7,1723.3,1238.92,484.38,UPI
574,2025-06-13 00:00:00,Davanagere,Wholesale,Stationery,Pen Set,1,586,0.1,58.6,527.4,427.16,100.24,Net Banking
575,2025-03-08 00:00:00,Davanagere,Wholesale,Home,Wall Clock,6,463,0.05,138.9,2639.1,1952.63,686.47,UPI
576,2025-03-06 00:00:00,Mysuru,Wholesale,Home,Bedsheet,1,266,0.05,13.3,252.7,150.35,102.35,Net Banking
577,2025-11-29 00:00:00,Mysuru,Retail,Home,Storage Box,1,1720,0,0,1720,1042.64,677.36,Card
578,2025-09-24 00:00:00,Mysuru,Wholesale,Electronics,Wireless Mouse,1,2103,0.1,210.3,1892.7,1125.52,767.18,Cash
579,2025-06-27 00:00:00,Davanagere,Retail,Electronics,Keyboard,7,1412,0.1,988.4,8895.6,5141.11,3754.49,Card
580,2025-10-03 00:00:00,Hubballi,Retail,Electronics,USB Cable,2,1025,0,0,2050,1166.82,883.18,Card
581,2025-03-24 00:00:00,Mangaluru,Retail,Electronics,Keyboard,1,2013,0.05,100.65,1912.35,1153.6,758.75,Cash
582,2025-01-22 00:00:00,Davanagere,Retail,Home,Table Lamp,2,1785,0.05,178.5,3391.5,2109,1282.5,UPI
583,2025-03-14 00:00:00,Mysuru,Retail,Fitness,Dumbbells,7,763,0.05,267.05,5073.95,3714.43,1359.52,Card
584,2025-01-02 00:00:00,Hubballi,Online,Electronics,Keyboard,3,1496,0,0,4488,3061.24,1426.76,UPI
585,2025-02-01 00:00:00,Davanagere,Retail,Fitness,Skipping Rope,2,1922,0.05,192.2,3651.8,2475.92,1175.88,Cash
586,2025-04-24 00:00:00,Hubballi,Wholesale,Fitness,Gym Gloves,6,881,0.05,264.3,5021.7,3684.68,1337.02,Cash
587,2025-08-19 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,3,1643,0,0,4929,2733.46,2195.54,Card
588,2025-11-09 00:00:00,Hubballi,Wholesale,Electronics,Wireless Mouse,6,810,0.15,729,4131,3293.52,837.48,Net Banking
589,2025-02-14 00:00:00,Mysuru,Wholesale,Stationery,Desk Organizer,1,687,0,0,687,428.25,258.75,UPI
590,2025-03-03 00:00:00,Bengaluru,Wholesale,Electronics,Wireless Mouse,3,779,0,0,2337,1907.62,429.38,UPI
591,2025-03-05 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,7,396,0,0,2772,1886.2,885.8,Net Banking
592,2025-06-11 00:00:00,Mangaluru,Wholesale,Fitness,Yoga Mat,5,2108,0.15,1581,8959,6075.31,2883.69,Card
593,2025-10-25 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,4,1657,0.05,331.4,6296.6,4172.72,2123.88,Net Banking
594,2025-04-24 00:00:00,Mysuru,Retail,Fitness,Dumbbells,3,1537,0.1,461.1,4149.9,3357.07,792.83,Card
595,2025-08-03 00:00:00,Mangaluru,Online,Home,Water Bottle,3,175,0,0,525,317.05,207.95,Net Banking
596,2025-08-17 00:00:00,Davanagere,Retail,Stationery,Marker Set,3,696,0,0,2088,1346.69,741.31,UPI
597,2025-01-22 00:00:00,Mangaluru,Online,Stationery,Desk Organizer,7,67,0,0,469,373.4,95.6,UPI
598,2025-08-29 00:00:00,Mysuru,Retail,Home,Table Lamp,6,795,0,0,4770,3549.11,1220.89,Net Banking
599,2025-09-04 00:00:00,Hubballi,Online,Stationery,Notebook,6,119,0,0,714,486.55,227.45,Cash
600,2025-03-30 00:00:00,Hubballi,Wholesale,Home,Storage Box,5,382,0,0,1910,1076.7,833.3,UPI
601,2025-07-05 00:00:00,Bengaluru,Online,Fitness,Dumbbells,2,1272,0,0,2544,1986.6,557.4,Card
602,2025-05-13 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,3,755,0.15,339.75,1925.25,1061.42,863.83,Net Banking
603,2025-10-20 00:00:00,Hubballi,Online,Electronics,Keyboard,5,1779,0.1,889.5,8005.5,6230.87,1774.63,Cash
604,2025-07-11 00:00:00,Mysuru,Wholesale,Fitness,Skipping Rope,3,1816,0.1,544.8,4903.2,2890.85,2012.35,Cash
605,2025-11-19 00:00:00,Davanagere,Online,Stationery,Notebook,6,648,0.1,388.8,3499.2,2302.81,1196.39,Cash
606,2025-12-22 00:00:00,Hubballi,Wholesale,Home,Bedsheet,4,788,0,0,3152,1917.09,1234.91,Net Banking
607,2025-03-26 00:00:00,Mangaluru,Online,Home,Wall Clock,3,760,0,0,2280,1848.01,431.99,Net Banking
608,2025-12-09 00:00:00,Davanagere,Retail,Home,Water Bottle,1,766,0,0,766,545.26,220.74,Net Banking
609,2025-01-20 00:00:00,Bengaluru,Retail,Home,Wall Clock,7,809,0.05,283.15,5379.85,3264.23,2115.62,Card
610,2025-09-18 00:00:00,Mangaluru,Retail,Stationery,Marker Set,5,420,0,0,2100,1196.33,903.67,Card
611,2025-11-05 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,4,1788,0.05,357.6,6794.4,3979.94,2814.46,Net Banking
612,2025-02-08 00:00:00,Davanagere,Retail,Home,Wall Clock,1,405,0,0,405,224.49,180.51,Net Banking
613,2025-01-15 00:00:00,Hubballi,Wholesale,Home,Storage Box,4,1381,0.1,552.4,4971.6,2904.59,2067.01,UPI
614,2025-01-29 00:00:00,Bengaluru,Wholesale,Electronics,Headphones,7,1452,0.1,1016.4,9147.6,6299.49,2848.11,Cash
615,2025-06-30 00:00:00,Davanagere,Retail,Home,Water Bottle,7,738,0,0,5166,2918.62,2247.38,UPI
616,2025-01-19 00:00:00,Davanagere,Wholesale,Fitness,Yoga Mat,3,862,0,0,2586,1811.52,774.48,Net Banking
617,2025-08-06 00:00:00,Davanagere,Wholesale,Fitness,Dumbbells,5,2154,0,0,10770,6863.17,3906.83,Net Banking
618,2025-06-27 00:00:00,Hubballi,Retail,Electronics,Power Bank,3,2158,0.05,323.7,6150.3,3724.73,2425.57,UPI
619,2025-04-13 00:00:00,Davanagere,Retail,Electronics,USB Cable,1,1118,0.05,55.9,1062.1,599.15,462.95,Cash
620,2025-01-31 00:00:00,Mangaluru,Online,Stationery,Pen Set,3,322,0,0,966,552.67,413.33,Cash
621,2025-10-15 00:00:00,Davanagere,Wholesale,Stationery,Marker Set,4,186,0,0,744,416.84,327.16,Card
622,2025-12-21 00:00:00,Hubballi,Online,Electronics,USB Cable,3,2332,0,0,6996,4414.6,2581.4,Card
623,2025-01-29 00:00:00,Davanagere,Wholesale,Stationery,Desk Organizer,2,179,0,0,358,236.58,121.42,Card
624,2025-11-27 00:00:00,Davanagere,Wholesale,Fitness,Dumbbells,4,1686,0,0,6744,5086.77,1657.23,Cash
625,2025-07-10 00:00:00,Mangaluru,Wholesale,Home,Table Lamp,4,1084,0,0,4336,2422.81,1913.19,Card
626,2025-07-07 00:00:00,Bengaluru,Retail,Fitness,Gym Gloves,4,1414,0.1,565.6,5090.4,2884.49,2205.91,Card
627,2025-05-26 00:00:00,Mysuru,Retail,Stationery,Desk Organizer,1,561,0.1,56.1,504.9,347.48,157.42,Cash
628,2025-12-03 00:00:00,Mysuru,Wholesale,Home,Wall Clock,7,803,0.1,562.1,5058.9,3858.77,1200.13,Card
629,2025-10-07 00:00:00,Hubballi,Retail,Electronics,Power Bank,6,1663,0,0,9978,7968.13,2009.87,Card
630,2025-07-18 00:00:00,Davanagere,Wholesale,Electronics,USB Cable,7,2354,0.1,1647.8,14830.2,10093.38,4736.82,Cash
631,2025-04-10 00:00:00,Davanagere,Retail,Electronics,USB Cable,5,1342,0,0,6710,4715.45,1994.55,UPI
632,2025-07-09 00:00:00,Bengaluru,Online,Fitness,Resistance Band,7,1917,0,0,13419,8666.41,4752.59,Cash
633,2025-12-30 00:00:00,Mangaluru,Online,Fitness,Dumbbells,7,1513,0,0,10591,7024.59,3566.41,Cash
634,2025-02-27 00:00:00,Hubballi,Wholesale,Electronics,Headphones,1,1677,0,0,1677,1283.41,393.59,Net Banking
635,2025-04-14 00:00:00,Bengaluru,Wholesale,Stationery,Marker Set,2,196,0.1,39.2,352.8,258.16,94.64,Card
636,2025-12-23 00:00:00,Mysuru,Retail,Fitness,Dumbbells,1,1019,0,0,1019,798.04,220.96,Card
637,2025-09-15 00:00:00,Bengaluru,Online,Home,Table Lamp,5,887,0.05,221.75,4213.25,3024.79,1188.46,Cash
638,2025-06-04 00:00:00,Mysuru,Wholesale,Electronics,Power Bank,1,859,0,0,859,505.57,353.43,Card
639,2025-08-30 00:00:00,Mysuru,Online,Stationery,File Folder,1,201,0,0,201,148.71,52.29,UPI
640,2025-08-07 00:00:00,Hubballi,Wholesale,Electronics,Power Bank,4,2181,0.1,872.4,7851.6,6202.24,1649.36,Net Banking
641,2025-04-23 00:00:00,Mangaluru,Retail,Home,Table Lamp,5,554,0.05,138.5,2631.5,1950.19,681.31,Net Banking
642,2025-08-21 00:00:00,Mangaluru,Wholesale,Home,Storage Box,3,1185,0.05,177.75,3377.25,2348.15,1029.1,Cash
643,2025-02-25 00:00:00,Hubballi,Online,Stationery,Notebook,6,229,0.05,68.7,1305.3,1001.89,303.41,Cash
644,2025-02-27 00:00:00,Davanagere,Wholesale,Home,Table Lamp,5,1168,0,0,5840,3446.64,2393.36,Net Banking
645,2025-08-21 00:00:00,Bengaluru,Wholesale,Home,Table Lamp,2,1506,0,0,3012,2035.35,976.65,UPI
646,2025-10-11 00:00:00,Bengaluru,Online,Stationery,Pen Set,4,512,0.1,204.8,1843.2,1344.21,498.99,Net Banking
647,2025-06-02 00:00:00,Mangaluru,Retail,Stationery,Marker Set,5,670,0.1,335,3015,1701.96,1313.04,Net Banking
